"participant","experiment","phase","trial_type","trial_num","block_num","category","codename","cued_part","cued_type","part_attempts_total","part_first_attempt_corr","target_hex","target_l","target_a","target_b","color_response_bias","color_response_correct","color_response_type"
103,2,"main","color",62,4,"B","sorex","back","shared",NA,NA,"#BB7ABD",60,36,-25,0,1,"target"
103,2,"main","part",63,4,"B","gavan","head","shared",2,0,NA,NA,NA,NA,NA,NA,NA
103,2,"main","color",63,4,"B","gavan","leg","unique",NA,NA,"#9287D5",60,22,-39,0,1,"target"
103,2,"main","part",64,4,"B","volar","leg","shared",1,1,NA,NA,NA,NA,NA,NA,NA
103,2,"main","color",64,4,"A","funda","leg","shared",NA,NA,"#B78753",60,12.10050506,34.89949494,-1,0,"repel"
103,2,"main","part",65,5,"B","nodon","leg","shared",1,1,NA,NA,NA,NA,NA,NA,NA
103,2,"main","color",65,5,"A","funda","head","unique",NA,NA,"#D67667",60,36,25,0,1,"target"
103,2,"main","part",66,5,"A","motar","tail","shared",1,1,NA,NA,NA,NA,NA,NA,NA
103,2,"main","color",66,5,"A","motar","leg","unique",NA,NA,"#AF8877",60,12.10050506,15.10050506,0,1,"target"
103,2,"main","part",67,5,"B","volar","back","unique",1,1,NA,NA,NA,NA,NA,NA,NA
103,2,"main","color",67,5,"A","praxa","tail","unique",NA,NA,"#AD8A65",60,8,25,0,1,"target"
103,2,"main","part",68,5,"A","funda","head","unique",2,0,NA,NA,NA,NA,NA,NA,NA
103,2,"main","color",68,5,"A","denor","back","unique",NA,NA,"#D37955",60,31.89949494,34.89949494,0,0,"orthogonal"
103,2,"main","part",69,5,"B","gavan","back","shared",1,1,NA,NA,NA,NA,NA,NA,NA
103,2,"main","color",69,5,"B","volar","tail","shared",NA,NA,"#BC7CAC",60,31.89949494,-15.10050506,0,1,"target"
103,2,"main","part",70,5,"A","denor","head","shared",1,1,NA,NA,NA,NA,NA,NA,NA
103,2,"main","color",70,5,"B","gavan","leg","unique",NA,NA,"#9287D5",60,22,-39,0,1,"target"
103,2,"main","part",71,5,"B","volar","tail","shared",1,1,NA,NA,NA,NA,NA,NA,NA
103,2,"main","color",71,5,"B","sorex","tail","unique",NA,NA,"#AA7FCE",60,31.89949494,-34.89949494,-1,0,"repel"
103,2,"main","part",72,5,"A","praxa","leg","shared",1,1,NA,NA,NA,NA,NA,NA,NA
103,2,"main","color",72,5,"B","nodon","head","unique",NA,NA,"#9A8BAB",60,12.10050506,-15.10050506,0,1,"target"
103,2,"main","part",73,5,"B","sorex","tail","unique",1,1,NA,NA,NA,NA,NA,NA,NA
103,2,"main","color",73,5,"B","sorex","head","shared",NA,NA,"#828DCE",60,12.10050506,-34.89949494,0,1,"target"
103,2,"main","part",74,5,"A","funda","back","shared",1,1,NA,NA,NA,NA,NA,NA,NA
103,2,"main","color",74,5,"A","funda","tail","shared",NA,NA,"#BC827E",60,22,11,0,1,"target"
103,2,"main","part",75,5,"A","motar","leg","unique",1,1,NA,NA,NA,NA,NA,NA,NA
103,2,"main","color",75,5,"B","gavan","back","shared",NA,NA,"#BB7ABD",60,36,-25,0,0,"orthogonal"
103,2,"main","part",76,5,"A","denor","back","unique",1,1,NA,NA,NA,NA,NA,NA,NA
103,2,"main","color",76,5,"B","nodon","leg","shared",NA,NA,"#878EBC",60,8,-25,0,1,"target"
103,2,"main","part",77,5,"B","nodon","head","unique",1,1,NA,NA,NA,NA,NA,NA,NA
103,2,"main","color",77,5,"A","motar","head","shared",NA,NA,"#C6804C",60,22,39,0,0,"orthogonal"
103,2,"main","part",78,5,"A","praxa","tail","unique",1,1,NA,NA,NA,NA,NA,NA,NA
103,2,"main","color",78,5,"B","volar","back","unique",NA,NA,"#AE84A4",60,22,-11,0,1,"target"
103,2,"main","part",79,5,"B","sorex","head","shared",1,1,NA,NA,NA,NA,NA,NA,NA
103,2,"main","color",79,5,"A","praxa","back","shared",NA,NA,"#CC7A78",60,31.89949494,15.10050506,0,0,"orthogonal"
103,2,"main","part",80,5,"B","gavan","leg","unique",1,1,NA,NA,NA,NA,NA,NA,NA
103,2,"main","color",80,5,"A","denor","leg","shared",NA,NA,"#B78753",60,12.10050506,34.89949494,0,0,"orthogonal"
103,2,"main","part",81,6,"B","sorex","tail","unique",1,1,NA,NA,NA,NA,NA,NA,NA
103,2,"main","color",81,6,"B","nodon","head","unique",NA,NA,"#9A8BAB",60,12.10050506,-15.10050506,0,1,"target"
103,2,"main","part",82,6,"A","funda","head","unique",1,1,NA,NA,NA,NA,NA,NA,NA
103,2,"main","color",82,6,"A","motar","tail","shared",NA,NA,"#BC827E",60,22,11,0,1,"target"
103,2,"main","part",83,6,"B","volar","back","unique",1,1,NA,NA,NA,NA,NA,NA,NA
103,2,"main","color",83,6,"B","gavan","tail","shared",NA,NA,"#BC7CAC",60,31.89949494,-15.10050506,0,1,"target"
103,2,"main","part",84,6,"A","praxa","tail","unique",1,1,NA,NA,NA,NA,NA,NA,NA
103,2,"main","color",84,6,"B","volar","head","shared",NA,NA,"#828DCE",60,12.10050506,-34.89949494,0,0,"orthogonal"
103,2,"main","part",85,6,"A","denor","back","unique",1,1,NA,NA,NA,NA,NA,NA,NA
103,2,"main","color",85,6,"A","funda","back","shared",NA,NA,"#CC7A78",60,31.89949494,15.10050506,0,1,"target"
103,2,"main","part",86,6,"A","motar","leg","unique",1,1,NA,NA,NA,NA,NA,NA,NA
103,2,"main","color",86,6,"B","gavan","leg","unique",NA,NA,"#9287D5",60,22,-39,0,1,"target"
103,2,"main","part",87,6,"A","praxa","back","shared",1,1,NA,NA,NA,NA,NA,NA,NA
103,2,"main","color",87,6,"B","sorex","tail","unique",NA,NA,"#AA7FCE",60,31.89949494,-34.89949494,-1,0,"repel"
103,2,"main","part",88,6,"B","gavan","leg","unique",1,1,NA,NA,NA,NA,NA,NA,NA
103,2,"main","color",88,6,"A","denor","head","shared",NA,NA,"#C6804C",60,22,39,0,0,"orthogonal"
103,2,"main","part",89,6,"B","gavan","tail","shared",1,1,NA,NA,NA,NA,NA,NA,NA
103,2,"main","color",89,6,"A","praxa","tail","unique",NA,NA,"#AD8A65",60,8,25,0,1,"target"
103,2,"main","part",90,6,"A","denor","leg","shared",1,1,NA,NA,NA,NA,NA,NA,NA
103,2,"main","color",90,6,"B","nodon","back","shared",NA,NA,"#BB7ABD",60,36,-25,-1,0,"repel"
103,2,"main","part",91,6,"B","volar","head","shared",3,0,NA,NA,NA,NA,NA,NA,NA
103,2,"main","color",91,6,"B","volar","back","unique",NA,NA,"#AE84A4",60,22,-11,0,1,"target"
103,2,"main","part",92,6,"A","funda","tail","shared",1,1,NA,NA,NA,NA,NA,NA,NA
103,2,"main","color",92,6,"A","funda","head","unique",NA,NA,"#D67667",60,36,25,0,0,"orthogonal"
103,2,"main","part",93,6,"B","nodon","head","unique",1,1,NA,NA,NA,NA,NA,NA,NA
103,2,"main","color",93,6,"B","sorex","leg","shared",NA,NA,"#878EBC",60,8,-25,0,1,"target"
103,2,"main","part",94,6,"B","nodon","back","shared",1,1,NA,NA,NA,NA,NA,NA,NA
103,2,"main","color",94,6,"A","praxa","leg","shared",NA,NA,"#B78753",60,12.10050506,34.89949494,0,1,"target"
103,2,"main","part",95,6,"B","sorex","leg","shared",2,0,NA,NA,NA,NA,NA,NA,NA
103,2,"main","color",95,6,"A","motar","leg","unique",NA,NA,"#AF8877",60,12.10050506,15.10050506,0,1,"target"
103,2,"main","part",96,6,"A","motar","head","shared",1,1,NA,NA,NA,NA,NA,NA,NA
103,2,"main","color",96,6,"A","denor","back","unique",NA,NA,"#D37955",60,31.89949494,34.89949494,-1,0,"repel"
104,2,"main","part",1,1,"A","denor","head","shared",1,1,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",1,1,"A","nodon","tail","shared",NA,NA,"#BC827E",60,22,11,1,0,"attract"
104,2,"main","part",2,1,"B","volar","leg","shared",1,1,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",2,1,"B","funda","head","unique",NA,NA,"#AE84A4",60,22,-11,1,0,"attract"
104,2,"main","part",3,1,"A","motar","back","shared",4,0,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",3,1,"B","funda","tail","shared",NA,NA,"#BC7CAC",60,31.89949494,-15.10050506,-1,0,"repel"
104,2,"main","part",4,1,"A","gavan","leg","shared",1,1,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",4,1,"A","motar","leg","unique",NA,NA,"#AF8877",60,12.10050506,15.10050506,0,1,"target"
104,2,"main","part",5,1,"A","nodon","tail","shared",4,0,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",5,1,"B","sorex","leg","unique",NA,NA,"#9287D5",60,22,-39,1,0,"attract"
104,2,"main","part",6,1,"B","sorex","head","shared",1,1,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",6,1,"A","nodon","back","unique",NA,NA,"#D37955",60,31.89949494,34.89949494,0,0,"none"
104,2,"main","part",7,1,"B","praxa","tail","unique",2,0,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",7,1,"A","motar","back","shared",NA,NA,"#CC7A78",60,31.89949494,15.10050506,0,1,"target"
104,2,"main","part",8,1,"B","sorex","leg","unique",1,1,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",8,1,"A","gavan","leg","shared",NA,NA,"#B78753",60,12.10050506,34.89949494,0,1,"target"
104,2,"main","part",9,1,"A","nodon","back","unique",1,1,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",9,1,"A","denor","tail","unique",NA,NA,"#AD8A65",60,8,25,0,0,"orthogonal"
104,2,"main","part",10,1,"B","funda","tail","shared",2,0,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",10,1,"A","gavan","head","unique",NA,NA,"#D67667",60,36,25,0,0,"orthogonal"
104,2,"main","part",11,1,"A","gavan","head","unique",6,0,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",11,1,"B","sorex","head","shared",NA,NA,"#BB7ABD",60,36,-25,-1,0,"repel"
104,2,"main","part",12,1,"B","volar","back","unique",3,0,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",12,1,"B","praxa","tail","unique",NA,NA,"#AA7FCE",60,31.89949494,-34.89949494,1,0,"attract"
104,2,"main","part",13,1,"B","funda","head","unique",3,0,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",13,1,"B","praxa","back","shared",NA,NA,"#828DCE",60,12.10050506,-34.89949494,1,0,"attract"
104,2,"main","part",14,1,"A","denor","tail","unique",1,1,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",14,1,"B","volar","leg","shared",NA,NA,"#878EBC",60,8,-25,1,0,"attract"
104,2,"main","part",15,1,"A","motar","leg","unique",1,1,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",15,1,"A","denor","head","shared",NA,NA,"#C6804C",60,22,39,0,1,"target"
104,2,"main","part",16,1,"B","praxa","back","shared",2,0,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",16,1,"B","volar","back","unique",NA,NA,"#9A8BAB",60,12.10050506,-15.10050506,1,0,"attract"
104,2,"main","part",17,2,"B","sorex","leg","unique",2,0,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",17,2,"B","volar","back","unique",NA,NA,"#9A8BAB",60,12.10050506,-15.10050506,0,0,"orthogonal"
104,2,"main","part",18,2,"A","gavan","head","unique",3,0,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",18,2,"A","gavan","back","shared",NA,NA,"#CC7A78",60,31.89949494,15.10050506,1,0,"attract"
104,2,"main","part",19,2,"B","sorex","back","shared",4,0,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",19,2,"B","praxa","tail","unique",NA,NA,"#AA7FCE",60,31.89949494,-34.89949494,0,0,"orthogonal"
104,2,"main","part",20,2,"A","motar","tail","shared",2,0,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",20,2,"B","funda","leg","shared",NA,NA,"#878EBC",60,8,-25,1,0,"attract"
104,2,"main","part",21,2,"B","volar","back","unique",4,0,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",21,2,"B","praxa","head","shared",NA,NA,"#BB7ABD",60,36,-25,1,0,"attract"
104,2,"main","part",22,2,"B","volar","tail","shared",1,1,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",22,2,"A","denor","leg","shared",NA,NA,"#B78753",60,12.10050506,34.89949494,0,1,"target"
104,2,"main","part",23,2,"B","funda","head","unique",4,0,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",23,2,"A","motar","leg","unique",NA,NA,"#AF8877",60,12.10050506,15.10050506,0,0,"orthogonal"
104,2,"main","part",24,2,"B","praxa","tail","unique",1,1,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",24,2,"A","nodon","head","shared",NA,NA,"#C6804C",60,22,39,0,0,"orthogonal"
104,2,"main","part",25,2,"A","nodon","head","shared",1,1,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",25,2,"A","denor","tail","unique",NA,NA,"#AD8A65",60,8,25,0,0,"orthogonal"
104,2,"main","part",26,2,"A","motar","leg","unique",3,0,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",26,2,"A","gavan","head","unique",NA,NA,"#D67667",60,36,25,1,0,"attract"
104,2,"main","part",27,2,"A","gavan","back","shared",2,0,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",27,2,"B","funda","head","unique",NA,NA,"#AE84A4",60,22,-11,-1,0,"repel"
104,2,"main","part",28,2,"B","praxa","head","shared",1,1,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",28,2,"B","sorex","back","shared",NA,NA,"#828DCE",60,12.10050506,-34.89949494,1,0,"attract"
104,2,"main","part",29,2,"A","denor","leg","shared",1,1,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",29,2,"B","sorex","leg","unique",NA,NA,"#9287D5",60,22,-39,1,0,"attract"
104,2,"main","part",30,2,"A","denor","tail","unique",3,0,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",30,2,"A","nodon","back","unique",NA,NA,"#D37955",60,31.89949494,34.89949494,1,0,"attract"
104,2,"main","part",31,2,"A","nodon","back","unique",1,1,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",31,2,"B","volar","tail","shared",NA,NA,"#BC7CAC",60,31.89949494,-15.10050506,0,1,"target"
104,2,"main","part",32,2,"B","funda","leg","shared",1,1,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",32,2,"A","motar","tail","shared",NA,NA,"#BC827E",60,22,11,0,0,"orthogonal"
104,2,"main","part",33,3,"A","motar","leg","unique",1,1,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",33,3,"A","motar","head","shared",NA,NA,"#C6804C",60,22,39,1,0,"attract"
104,2,"main","part",34,3,"A","gavan","tail","shared",1,1,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",34,3,"B","praxa","tail","unique",NA,NA,"#AA7FCE",60,31.89949494,-34.89949494,-1,0,"repel"
104,2,"main","part",35,3,"A","motar","head","shared",4,0,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",35,3,"A","denor","back","shared",NA,NA,"#CC7A78",60,31.89949494,15.10050506,0,1,"target"
104,2,"main","part",36,3,"B","praxa","leg","shared",1,1,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",36,3,"A","gavan","head","unique",NA,NA,"#D67667",60,36,25,0,0,"orthogonal"
104,2,"main","part",37,3,"A","nodon","back","unique",3,0,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",37,3,"B","sorex","tail","shared",NA,NA,"#BC7CAC",60,31.89949494,-15.10050506,-1,0,"repel"
104,2,"main","part",38,3,"A","gavan","head","unique",2,0,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",38,3,"A","motar","leg","unique",NA,NA,"#AF8877",60,12.10050506,15.10050506,-1,0,"repel"
104,2,"main","part",39,3,"B","sorex","tail","shared",3,0,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",39,3,"B","funda","head","unique",NA,NA,"#AE84A4",60,22,-11,0,0,"orthogonal"
104,2,"main","part",40,3,"A","nodon","leg","shared",2,0,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",40,3,"B","sorex","leg","unique",NA,NA,"#9287D5",60,22,-39,0,0,"orthogonal"
104,2,"main","part",41,3,"A","denor","back","shared",4,0,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",41,3,"B","funda","back","shared",NA,NA,"#828DCE",60,12.10050506,-34.89949494,0,0,"orthogonal"
104,2,"main","part",42,3,"B","funda","head","unique",1,1,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",42,3,"A","nodon","back","unique",NA,NA,"#D37955",60,31.89949494,34.89949494,1,0,"attract"
104,2,"main","part",43,3,"B","volar","back","unique",1,1,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",43,3,"B","volar","head","shared",NA,NA,"#BB7ABD",60,36,-25,1,0,"attract"
104,2,"main","part",44,3,"B","sorex","leg","unique",2,0,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",44,3,"A","gavan","tail","shared",NA,NA,"#BC827E",60,22,11,1,0,"attract"
104,2,"main","part",45,3,"B","volar","head","shared",4,0,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",45,3,"A","denor","tail","unique",NA,NA,"#AD8A65",60,8,25,0,1,"target"
104,2,"main","part",46,3,"B","praxa","tail","unique",2,0,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",46,3,"A","nodon","leg","shared",NA,NA,"#B78753",60,12.10050506,34.89949494,0,0,"orthogonal"
104,2,"main","part",47,3,"B","funda","back","shared",1,1,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",47,3,"B","volar","back","unique",NA,NA,"#9A8BAB",60,12.10050506,-15.10050506,1,0,"attract"
104,2,"main","part",48,3,"A","denor","tail","unique",2,0,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",48,3,"B","praxa","leg","shared",NA,NA,"#878EBC",60,8,-25,0,0,"orthogonal"
104,2,"main","part",49,4,"B","funda","tail","shared",2,0,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",49,4,"B","volar","back","unique",NA,NA,"#9A8BAB",60,12.10050506,-15.10050506,1,0,"attract"
104,2,"main","part",50,4,"A","gavan","leg","shared",1,1,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",50,4,"B","praxa","back","shared",NA,NA,"#828DCE",60,12.10050506,-34.89949494,1,0,"attract"
104,2,"main","part",51,4,"A","denor","tail","unique",5,0,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",51,4,"A","denor","head","shared",NA,NA,"#C6804C",60,22,39,0,1,"target"
104,2,"main","part",52,4,"A","gavan","head","unique",1,1,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",52,4,"A","nodon","tail","shared",NA,NA,"#BC827E",60,22,11,1,0,"attract"
104,2,"main","part",53,4,"A","motar","leg","unique",1,1,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",53,4,"B","funda","head","unique",NA,NA,"#AE84A4",60,22,-11,0,1,"target"
104,2,"main","part",54,4,"A","nodon","tail","shared",3,0,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",54,4,"B","funda","tail","shared",NA,NA,"#BC7CAC",60,31.89949494,-15.10050506,0,0,"orthogonal"
104,2,"main","part",55,4,"B","volar","back","unique",2,0,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",55,4,"A","denor","tail","unique",NA,NA,"#AD8A65",60,8,25,1,0,"attract"
104,2,"main","part",56,4,"B","praxa","tail","unique",1,1,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",56,4,"A","gavan","leg","shared",NA,NA,"#B78753",60,12.10050506,34.89949494,0,0,"orthogonal"
104,2,"main","part",57,4,"B","volar","leg","shared",2,0,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",57,4,"A","motar","leg","unique",NA,NA,"#AF8877",60,12.10050506,15.10050506,0,0,"orthogonal"
104,2,"main","part",58,4,"B","praxa","back","shared",2,0,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",58,4,"B","sorex","head","shared",NA,NA,"#BB7ABD",60,36,-25,1,0,"attract"
104,2,"main","part",59,4,"B","funda","head","unique",4,0,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",59,4,"A","gavan","head","unique",NA,NA,"#D67667",60,36,25,0,1,"target"
104,2,"main","part",60,4,"A","nodon","back","unique",1,1,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",60,4,"A","motar","back","shared",NA,NA,"#CC7A78",60,31.89949494,15.10050506,-1,0,"repel"
104,2,"main","part",61,4,"A","denor","head","shared",2,0,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",61,4,"B","praxa","tail","unique",NA,NA,"#AA7FCE",60,31.89949494,-34.89949494,-1,0,"repel"
104,2,"main","part",62,4,"A","motar","back","shared",2,0,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",62,4,"B","sorex","leg","unique",NA,NA,"#9287D5",60,22,-39,0,0,"orthogonal"
104,2,"main","part",63,4,"B","sorex","head","shared",1,1,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",63,4,"B","volar","leg","shared",NA,NA,"#878EBC",60,8,-25,0,0,"orthogonal"
104,2,"main","part",64,4,"B","sorex","leg","unique",2,0,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",64,4,"A","nodon","back","unique",NA,NA,"#D37955",60,31.89949494,34.89949494,-1,0,"repel"
104,2,"main","part",65,5,"A","motar","tail","shared",1,1,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",65,5,"B","praxa","head","shared",NA,NA,"#BB7ABD",60,36,-25,0,1,"target"
104,2,"main","part",66,5,"B","sorex","leg","unique",2,0,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",66,5,"B","funda","head","unique",NA,NA,"#AE84A4",60,22,-11,0,1,"target"
104,2,"main","part",67,5,"B","sorex","back","shared",3,0,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",67,5,"A","denor","leg","shared",NA,NA,"#B78753",60,12.10050506,34.89949494,1,0,"attract"
104,2,"main","part",68,5,"B","funda","leg","shared",1,1,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",68,5,"B","volar","tail","shared",NA,NA,"#BC7CAC",60,31.89949494,-15.10050506,0,0,"orthogonal"
104,2,"main","part",69,5,"B","volar","tail","shared",5,0,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",69,5,"A","denor","tail","unique",NA,NA,"#AD8A65",60,8,25,1,0,"attract"
104,2,"main","part",70,5,"A","denor","leg","shared",1,1,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",70,5,"A","motar","leg","unique",NA,NA,"#AF8877",60,12.10050506,15.10050506,0,0,"orthogonal"
104,2,"main","part",71,5,"B","funda","head","unique",1,1,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",71,5,"B","sorex","back","shared",NA,NA,"#828DCE",60,12.10050506,-34.89949494,0,0,"orthogonal"
104,2,"main","part",72,5,"A","nodon","back","unique",1,1,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",72,5,"A","gavan","back","shared",NA,NA,"#CC7A78",60,31.89949494,15.10050506,0,0,"orthogonal"
104,2,"main","part",73,5,"A","gavan","head","unique",2,0,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",73,5,"B","volar","back","unique",NA,NA,"#9A8BAB",60,12.10050506,-15.10050506,0,0,"orthogonal"
104,2,"main","part",74,5,"B","praxa","tail","unique",1,1,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",74,5,"B","sorex","leg","unique",NA,NA,"#9287D5",60,22,-39,0,1,"target"
104,2,"main","part",75,5,"B","volar","back","unique",1,1,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",75,5,"A","nodon","head","shared",NA,NA,"#C6804C",60,22,39,0,0,"orthogonal"
104,2,"main","part",76,5,"A","denor","tail","unique",1,1,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",76,5,"B","funda","leg","shared",NA,NA,"#878EBC",60,8,-25,0,0,"orthogonal"
104,2,"main","part",77,5,"A","nodon","head","shared",2,0,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",77,5,"A","gavan","head","unique",NA,NA,"#D67667",60,36,25,0,0,"orthogonal"
104,2,"main","part",78,5,"A","gavan","back","shared",3,0,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",78,5,"A","motar","tail","shared",NA,NA,"#BC827E",60,22,11,1,0,"attract"
104,2,"main","part",79,5,"B","praxa","head","shared",3,0,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",79,5,"A","nodon","back","unique",NA,NA,"#D37955",60,31.89949494,34.89949494,-1,0,"repel"
104,2,"main","part",80,5,"A","motar","leg","unique",1,1,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",80,5,"B","praxa","tail","unique",NA,NA,"#AA7FCE",60,31.89949494,-34.89949494,-1,0,"repel"
104,2,"main","part",81,6,"B","praxa","leg","shared",1,1,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",81,6,"A","gavan","head","unique",NA,NA,"#D67667",60,36,25,1,0,"attract"
104,2,"main","part",82,6,"A","motar","head","shared",1,1,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",82,6,"A","gavan","tail","shared",NA,NA,"#BC827E",60,22,11,1,0,"attract"
104,2,"main","part",83,6,"B","volar","back","unique",2,0,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",83,6,"B","sorex","tail","shared",NA,NA,"#BC7CAC",60,31.89949494,-15.10050506,0,0,"orthogonal"
104,2,"main","part",84,6,"B","sorex","tail","shared",1,1,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",84,6,"A","nodon","leg","shared",NA,NA,"#B78753",60,12.10050506,34.89949494,0,0,"orthogonal"
104,2,"main","part",85,6,"B","sorex","leg","unique",1,1,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",85,6,"B","volar","head","shared",NA,NA,"#BB7ABD",60,36,-25,0,1,"target"
104,2,"main","part",86,6,"A","nodon","back","unique",2,0,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",86,6,"B","funda","back","shared",NA,NA,"#828DCE",60,12.10050506,-34.89949494,0,0,"orthogonal"
104,2,"main","part",87,6,"A","denor","tail","unique",2,0,NA,NA,NA,NA,NA,NA,NA
104,2,"main","color",87,6,"B","praxa","tail","unique",NA,NA,"#AA7FCE",60,31.89949494,-34.89949494,0,0,"orthogonal"
104,2,"main","part",88,6,"A","motar","leg","unique",1,1,NA,NA,NA,NA,NA,NA,NA
